PG.ProteinAccessions,PG.Genes,PG.ProteinDescriptions,PG.ProteinNames,PG.OrganismId,[1] EV_071A_R1_S2-A1_1_9412.d.PG.Quantity,[2] EV_071A_R2_S2-A2_1_9413.d.PG.Quantity,[3] EV_071A_R3_S2-A3_1_9414.d.PG.Quantity,[4] EV_071A_R4_S2-A4_1_9415.d.PG.Quantity
O15121,DEGS1,Sphingolipid delta(4)-desaturase DES1,DEGS1_HUMAN,9606,23.32574654,21.3135128,14.2940321,25.69079208
O15126,SCAMP1,Secretory carrier-associated membrane protein 1,SCAM1_HUMAN,9606,73.18750763,111.3878479,72.74965668,134.1697235
O15127,SCAMP2,Secretory carrier-associated membrane protein 2,SCAM2_HUMAN,9606,245.5130463,462.1321716,224.8736115,643.0334473
O15143,ARPC1B,Actin-related protein 2/3 complex subunit 1B,ARC1B_HUMAN,9606,531.4422607,992.399292,494.6599121,1279.459961
O15144,ARPC2,Actin-related protein 2/3 complex subunit 2,ARPC2_HUMAN,9606,1940.925049,3347.373779,1975.43103,4379.508301
O15145,ARPC3,Actin-related protein 2/3 complex subunit 3,ARPC3_HUMAN,9606,638.0667114,1282.930176,529.6195679,1364.349243
O15155,BET1,BET1 homolog,BET1_HUMAN,9606,97.57893372,168.6544342,57.87889862,221.3354645
O15162,PLSCR1,Phospholipid scramblase 1,PLS1_HUMAN,9606,76.99942017,142.3825531,70.79955292,219.653717
O15173,PGRMC2,Membrane-associated progesterone receptor component 2,PGRC2_HUMAN,9606,244.7772064,371.1930542,198.544342,644.4153442
O15194,CTDSPL,CTD small phosphatase-like protein,CTDSL_HUMAN,9606,66.51726532,131.7523041,69.66870117,154.7489929
O15204,ADAMDEC1,ADAM DEC1,ADEC1_HUMAN,9606,39.94755173,71.6092453,32.22064209,69.574646
O15228,GNPAT,Dihydroxyacetone phosphate acyltransferase,GNPAT_HUMAN,9606,19.28302193,17.37535095,7.857568264,30.20296097
O15230,LAMA5,Laminin subunit alpha-5,LAMA5_HUMAN,9606,231.0303192,176.2956085,245.3293457,291.4073181
O15231,ZNF185,Zinc finger protein 185,ZN185_HUMAN,9606,122.4415665,210.5384827,77.24130249,225.7280579
O15258,RER1,Protein RER1,RER1_HUMAN,9606,117.1693268,197.7453461,110.8317947,295.2119751
O15260,SURF4,Surfeit locus protein 4,SURF4_HUMAN,9606,322.7826538,482.6948853,231.2024841,777.0786133
O15269,SPTLC1,Serine palmitoyltransferase 1,SPTC1_HUMAN,9606,50.12230682,90.67832947,40.94409561,111.8234482
O15270,SPTLC2,Serine palmitoyltransferase 2,SPTC2_HUMAN,9606,139.920105,214.5502472,197.9524231,275.7070007
O15305,PMM2,Phosphomannomutase 2,PMM2_HUMAN,9606,380.7719116,569.9433594,333.167511,539.1098633
O15327,INPP4B,Inositol polyphosphate 4-phosphatase type II,INP4B_HUMAN,9606,38.86813736,90.80527496,36.00457001,95.52114868
O15335,CHAD,Chondroadherin,CHAD_HUMAN,9606,583.083252,770.9829102,599.1157837,683.3708496
O15357,INPPL1,"Phosphatidylinositol 3,4,5-trisphosphate 5-phosphatase 2",SHIP2_HUMAN,9606,112.1537552,180.0771484,89.16016388,195.6552887
O15371,EIF3D,Eukaryotic translation initiation factor 3 subunit D,EIF3D_HUMAN,9606,15.93318653,31.66593742,5.282960892,32.86306763
O15372,EIF3H,Eukaryotic translation initiation factor 3 subunit H,EIF3H_HUMAN,9606,67.33935547,116.5740891,67.78288269,148.3775024
O15382,BCAT2,"Branched-chain-amino-acid aminotransferase, mitochondrial",BCAT2_HUMAN,9606,32.34556198,63.63304138,34.13158798,78.9214859
O15400,STX7,Syntaxin-7,STX7_HUMAN,9606,516.6257324,882.3371582,513.2720337,1166.924438
O15427,SLC16A3,Monocarboxylate transporter 4,MOT4_HUMAN,9606,125.3404846,216.6485901,104.4971771,283.0461426
O15438,ABCC3,ATP-binding cassette sub-family C member 3,MRP3_HUMAN,9606,26.99978828,43.86329269,21.40910149,44.75655746
O15439,ABCC4,ATP-binding cassette sub-family C member 4,MRP4_HUMAN,9606,178.4165649,321.2159729,150.3907471,389.3659668
O15467,CCL16,C-C motif chemokine 16,CCL16_HUMAN,9606,33.03899765,85.53360748,26.09532928,55.84620667
O15498,YKT6,Synaptobrevin homolog YKT6,YKT6_HUMAN,9606,138.3610077,182.9945984,135.7107086,208.7191162
O15511,ARPC5,Actin-related protein 2/3 complex subunit 5,ARPC5_HUMAN,9606,1084.787109,1467.447754,1017.666077,2358.733643
O15533,TAPBP,Tapasin,TPSN_HUMAN,9606,442.3150635,745.7996216,409.3320618,918.7714844
O15551,CLDN3,Claudin-3,CLD3_HUMAN,9606,225.1938477,377.3707886,217.3824615,561.5203247
O43149,ZZEF1,Zinc finger ZZ-type and EF-hand domain-containing protein 1,ZZEF1_HUMAN,9606,88.9429245,174.679718,60.12485886,178.2284851
O43150,ASAP2,"Arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 2",ASAP2_HUMAN,9606,66.69311523,110.4661179,48.4875412,118.1455688
O43166,SIPA1L1,Signal-induced proliferation-associated 1-like protein 1,SI1L1_HUMAN,9606,126.5986938,NaN,55.64344788,NaN
O43169,CYB5B,Cytochrome b5 type B,CYB5B_HUMAN,9606,263.6495972,501.1226501,247.8085938,612.9654541
O43175,PHGDH,D-3-phosphoglycerate dehydrogenase,SERA_HUMAN,9606,6.691226006,8.615460396,3.716650486,7.325098991
O43181,NDUFS4,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial",NDUS4_HUMAN,9606,80.08345032,102.6871796,74.89353943,171.7913055
O43182,ARHGAP6,Rho GTPase-activating protein 6,RHG06_HUMAN,9606,459.1229248,735.6459961,341.6871643,782.7172241
O43237,DYNC1LI2,Cytoplasmic dynein 1 light intermediate chain 2,DC1L2_HUMAN,9606,17.98988533,22.20520973,11.92075634,23.37212753
O43240,KLK10,Kallikrein-10,KLK10_HUMAN,9606,21.56596375,42.16876602,37.5503006,41.84276962
O43242,PSMD3,26S proteasome non-ATPase regulatory subunit 3,PSMD3_HUMAN,9606,134.2852631,208.7362061,125.5107803,264.802948
O43252,PAPSS1,Bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthase 1,PAPS1_HUMAN,9606,26.45219994,38.73379517,27.25320435,54.84986496
O43264,ZW10,Centromere/kinetochore protein zw10 homolog,ZW10_HUMAN,9606,1259.37146,2137.086426,821.2559814,2424.203369
O43294,TGFB1I1,Transforming growth factor beta-1-induced transcript 1 protein,TGFI1_HUMAN,9606,338.1773071,525.4406738,222.552887,559.0016479
O43304,SEC14L5,SEC14-like protein 5,S14L5_HUMAN,9606,16.2483902,20.99244118,5.146830559,12.42460823
O43306,ADCY6,Adenylate cyclase type 6,ADCY6_HUMAN,9606,149.3190613,237.9833832,109.2214127,280.1639709
O43310,CTIF,CBP80/20-dependent translation initiation factor,CTIF_HUMAN,9606,27.028162,56.98378754,24.21507645,69.04592896
O43312,MTSS1,Protein MTSS 1,MTSS1_HUMAN,9606,132.223877,244.6583099,99.9994278,249.1584167
O43318,MAP3K7,Mitogen-activated protein kinase kinase kinase 7,M3K7_HUMAN,9606,31.14423561,38.22666931,15.81764984,33.48419952
O43324,EEF1E1,Eukaryotic translation elongation factor 1 epsilon-1,MCA3_HUMAN,9606,26.80305862,54.22467422,24.29638481,65.18008423
O43390,HNRNPR,Heterogeneous nuclear ribonucleoprotein R,HNRPR_HUMAN,9606,32.82442856,35.86136246,13.35895061,35.74354935
O43396,TXNL1,Thioredoxin-like protein 1,TXNL1_HUMAN,9606,91.83118439,131.496048,47.74183273,115.2015839
O43399,TPD52L2,Tumor protein D54,TPD54_HUMAN,9606,294.2545471,499.947876,195.8470612,515.5831299
O43402,EMC8,ER membrane protein complex subunit 8,EMC8_HUMAN,9606,31.14523315,32.62857437,28.10841942,63.58221054
O43427,FIBP,Acidic fibroblast growth factor intracellular-binding protein,FIBP_HUMAN,9606,19.7028923,36.76932144,17.18508339,39.84383774
O43432,EIF4G3,Eukaryotic translation initiation factor 4 gamma 3,IF4G3_HUMAN,9606,321.9552917,412.3535461,191.3153534,469.203125
O43447,PPIH,Peptidyl-prolyl cis-trans isomerase H,PPIH_HUMAN,9606,19.21914864,NaN,14.20559025,36.59116364
O43464,HTRA2,"Serine protease HTRA2, mitochondrial",HTRA2_HUMAN,9606,11.72553444,12.05361366,8.916408539,30.23523712
O43488,AKR7A2,Aflatoxin B1 aldehyde reductase member 2,ARK72_HUMAN,9606,103.5996704,163.5853882,72.6566391,179.9343262
O43493,TGOLN2,Trans-Golgi network integral membrane protein 2,TGON2_HUMAN,9606,61.42897797,139.8270264,52.44387436,162.821106
O43504,LAMTOR5,Ragulator complex protein LAMTOR5,LTOR5_HUMAN,9606,85.80410767,119.0919113,46.78716278,206.1341553
O43516,WIPF1,WAS/WASL-interacting protein family member 1,WIPF1_HUMAN,9606,230.4989929,314.1571045,153.69487,432.8424988
O43561,LAT,Linker for activation of T-cells family member 1,LAT_HUMAN,9606,22.57300758,64.48641968,42.58089447,76.86413574
O43583,DENR,Density-regulated protein,DENR_HUMAN,9606,103.3917084,122.733139,77.278862,107.6706161
O43592,XPOT,Exportin-T,XPOT_HUMAN,9606,7.369836807,17.96800232,5.495442867,22.67822456
O43615,TIMM44,Mitochondrial import inner membrane translocase subunit TIM44,TIM44_HUMAN,9606,58.70319366,92.0382309,58.47068405,132.1439819
O43617,TRAPPC3,Trafficking protein particle complex subunit 3,TPPC3_HUMAN,9606,124.5622101,265.9936523,121.2882538,299.6719055
O43633,CHMP2A,Charged multivesicular body protein 2a,CHM2A_HUMAN,9606,309.6574707,424.616394,304.1623535,405.7384644
O43639,NCK2,Cytoplasmic protein NCK2,NCK2_HUMAN,9606,198.8777466,319.4997864,155.4143219,326.3327942
O43665,RGS10,Regulator of G-protein signaling 10,RGS10_HUMAN,9606,52.87853241,82.19566345,57.33223343,78.74481201
O43674,NDUFB5,"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 5, mitochondrial",NDUB5_HUMAN,9606,35.45698166,60.27290726,53.4059906,87.10342407
O43676,NDUFB3,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 3,NDUB3_HUMAN,9606,111.0557404,197.225769,145.4424744,322.6696167
O43678,NDUFA2,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 2,NDUA2_HUMAN,9606,19.40714264,35.95253372,19.17695808,71.95438385
O43681,GET3,ATPase GET3,GET3_HUMAN,9606,80.69538116,175.9244385,79.14861298,183.6547546
O43707,ACTN4,Alpha-actinin-4,ACTN4_HUMAN,9606,426.3896484,769.1480103,324.0011902,771.8922729
O43708,GSTZ1,Maleylacetoacetate isomerase,MAAI_HUMAN,9606,23.15966415,31.13609314,30.97741508,45.32974243
O43741,PRKAB2,5'-AMP-activated protein kinase subunit beta-2,AAKB2_HUMAN,9606,12.08868885,13.47980022,3.730272293,12.90893936
O43747,AP1G1,AP-1 complex subunit gamma-1,AP1G1_HUMAN,9606,378.9874268,622.039917,323.7955933,738.7202148
O43752,STX6,Syntaxin-6,STX6_HUMAN,9606,18.27987862,25.41089821,34.16838074,44.74050522
O43760,SYNGR2,Synaptogyrin-2,SNG2_HUMAN,9606,86.29078674,138.3311005,61.86085129,250.0497437
O43765,SGTA,Small glutamine-rich tetratricopeptide repeat-containing protein alpha,SGTA_HUMAN,9606,21.2296257,55.04633331,17.95632553,75.11904907
O43768,ENSA,Alpha-endosulfine,ENSA_HUMAN,9606,152.8284149,236.8300171,159.2034149,167.7241516
O43772,SLC25A20,Mitochondrial carnitine/acylcarnitine carrier protein,MCAT_HUMAN,9606,210.6575012,380.6691589,213.414566,664.9741821
O43776,NARS1,"Asparagine--tRNA ligase, cytoplasmic",SYNC_HUMAN,9606,46.21382523,71.86102295,23.88485336,58.80056763
O43808,SLC25A17,Peroxisomal membrane protein PMP34,PM34_HUMAN,9606,8.492649078,NaN,9.708668709,14.87394619
O43809,NUDT21,Cleavage and polyadenylation specificity factor subunit 5,CPSF5_HUMAN,9606,51.24785995,48.99147415,18.57521057,57.57889938
O43813,LANCL1,Glutathione S-transferase LANCL1,LANC1_HUMAN,9606,33.93750763,72.91749573,27.22026634,80.19894409
O43815,STRN,Striatin,STRN_HUMAN,9606,106.8337631,167.4604034,75.39066315,186.4967651
O43826,SLC37A4,Glucose-6-phosphate exchanger SLC37A4,G6PT1_HUMAN,9606,45.08582306,86.97496796,40.8319931,119.3016205
O43837,IDH3B,"Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial",IDH3B_HUMAN,9606,52.14316559,72.40713501,49.99641037,111.2937088
O43847,NRDC,Nardilysin,NRDC_HUMAN,9606,24.17208481,42.53882217,14.80096722,33.34389496
O43852,CALU,Calumenin,CALU_HUMAN,9606,45.29391479,60.86901474,41.93286133,77.58096313
O43861,ATP9B,Probable phospholipid-transporting ATPase IIB,ATP9B_HUMAN,9606,9.370378494,NaN,9.692913055,9.560462952
O43866,CD5L,CD5 antigen-like,CD5L_HUMAN,9606,4072.901855,7051.08252,4057.085938,8186.98877
O43920,NDUFS5,NADH dehydrogenase [ubiquinone] iron-sulfur protein 5,NDUS5_HUMAN,9606,60.62362671,81.37709045,41.86406326,116.1043854
O60229,KALRN,Kalirin,KALRN_HUMAN,9606,343.7688293,588.234436,261.7396851,624.1359253
O60234,GMFG,Glia maturation factor gamma,GMFG_HUMAN,9606,120.6214218,141.3017273,69.77374268,171.2460327
O60256,PRPSAP2,Phosphoribosyl pyrophosphate synthase-associated protein 2,KPRB_HUMAN,9606,46.63835144,77.95288849,38.26099014,81.95483398
O60268,KIAA0513,Uncharacterized protein KIAA0513,K0513_HUMAN,9606,39.58825684,69.71643829,32.94535065,67.03442383
O60306,AQR,RNA helicase aquarius,AQR_HUMAN,9606,101.3152618,288.0267029,201.6903992,217.9082489
O60313,OPA1,"Dynamin-like 120 kDa protein, mitochondrial",OPA1_HUMAN,9606,120.4543076,195.862854,103.0047531,240.0370483
O60331,PIP5K1C,Phosphatidylinositol 4-phosphate 5-kinase type-1 gamma,PI51C_HUMAN,9606,46.79515076,76.86753845,34.1369133,77.42521667
O60423,ATP8B3,Phospholipid-transporting ATPase IK,AT8B3_HUMAN,9606,NaN,228.9250793,NaN,NaN
O60437,PPL,Periplakin,PEPL_HUMAN,9606,124.6967163,213.3220062,141.5142822,448.7028198
O60449,LY75,Lymphocyte antigen 75,LY75_HUMAN,9606,12.88008404,22.39658928,5.029382229,27.95842552
O60476,MAN1A2,"Mannosyl-oligosaccharide 1,2-alpha-mannosidase IB",MA1A2_HUMAN,9606,41.25951767,78.60507202,50.75511932,92.80860138
O60488,ACSL4,Long-chain-fatty-acid--CoA ligase 4,ACSL4_HUMAN,9606,33.01804733,67.16698456,26.72715569,63.38022995
O60493,SNX3,Sorting nexin-3,SNX3_HUMAN,9606,356.1711426,575.5335083,316.4960327,470.8417664
O60496,DOK2,Docking protein 2,DOK2_HUMAN,9606,313.043457,453.030304,208.7800903,513.1508179
O60506,SYNCRIP,Heterogeneous nuclear ribonucleoprotein Q,HNRPQ_HUMAN,9606,492.1456909,733.4553833,334.9428406,687.6659546
O60568,PLOD3,Multifunctional procollagen lysine hydroxylase and glycosyltransferase LH3,PLOD3_HUMAN,9606,19.19519424,26.67407036,16.85341835,40.69869232
O60610,DIAPH1,Protein diaphanous homolog 1,DIAP1_HUMAN,9606,418.6994324,688.7876587,309.1105347,755.543335
O60645,EXOC3,Exocyst complex component 3,EXOC3_HUMAN,9606,74.89673615,158.0303345,65.32984924,189.4985657
O60664,PLIN3,Perilipin-3,PLIN3_HUMAN,9606,45.19594574,67.21263885,35.68667603,69.96976471
O60669,SLC16A7,Monocarboxylate transporter 2,MOT2_HUMAN,9606,161.0614471,250.2741241,145.4284821,457.3454285
O60674,JAK2,Tyrosine-protein kinase JAK2,JAK2_HUMAN,9606,41.97473907,80.72813416,31.17404175,82.90490723
O60684,KPNA6,Importin subunit alpha-7,IMA7_HUMAN,9606,23.91306686,46.08826065,14.27709961,49.30512238
O60701,UGDH,UDP-glucose 6-dehydrogenase,UGDH_HUMAN,9606,12.67210197,15.34307194,7.588997841,21.41687202
O60704,TPST2,Protein-tyrosine sulfotransferase 2,TPST2_HUMAN,9606,613.4041138,1191.955933,641.4561768,1658.077881
O60716,CTNND1,Catenin delta-1,CTND1_HUMAN,9606,19.69219589,32.26330185,16.69086456,28.32901001
O60725,ICMT,Protein-S-isoprenylcysteine O-methyltransferase,ICMT_HUMAN,9606,NaN,23.09730721,13.96379566,31.4900322
O60739;P41567,EIF1B;EIF1,Eukaryotic translation initiation factor 1b;Eukaryotic translation initiation factor 1,EIF1B_HUMAN;EIF1_HUMAN,9606,24.82896996,38.08003235,19.60725594,40.62801361
O60749,SNX2,Sorting nexin-2,SNX2_HUMAN,9606,90.02402496,139.5015259,71.86772919,134.6545258
O60762,DPM1,Dolichol-phosphate mannosyltransferase subunit 1,DPM1_HUMAN,9606,683.9180298,1153.531616,849.8169556,1962.661865
O60763,USO1,General vesicular transport factor p115,USO1_HUMAN,9606,49.06527328,73.1300354,31.23889732,85.18451691
O60814;P57053;P58876;P62807;Q5QNW6;Q93079;Q99877;Q99879;Q99880,H2BC12;H2BC12L;H2BC5;H2BC4;H2BC18;H2BC9;H2BC15;H2BC14;H2BC13,Histone H2B type 1-K;Histone H2B type F-S;Histone H2B type 1-D;Histone H2B type 1-C/E/F/G/I;Histone H2B type 2-F;Histone H2B type 1-H;Histone H2B type 1-N;Histone H2B type 1-M;Histone H2B type 1-L,H2B1K_HUMAN;H2BFS_HUMAN;H2B1D_HUMAN;H2B1C_HUMAN;H2B2F_HUMAN;H2B1H_HUMAN;H2B1N_HUMAN;H2B1M_HUMAN;H2B1L_HUMAN,9606,3205.490479,4020.329834,3345.759766,7888.244141
O60826,CCDC22,Coiled-coil domain-containing protein 22,CCD22_HUMAN,9606,57.64628983,83.85323334,37.1561203,96.98934174
O60830,TIMM17B,Mitochondrial import inner membrane translocase subunit Tim17-B,TI17B_HUMAN,9606,13.54332447,18.13478088,7.737452507,18.69369698
O60831,PRAF2,PRA1 family protein 2,PRAF2_HUMAN,9606,110.7077103,175.5982361,82.09632111,265.1865234
O60844,ZG16,Zymogen granule membrane protein 16,ZG16_HUMAN,9606,142.2333679,213.7712402,140.9127808,161.6595612
O60869,EDF1,Endothelial differentiation-related factor 1,EDF1_HUMAN,9606,93.77252197,112.9868088,78.64912415,129.4312134
O60884,DNAJA2,DnaJ homolog subfamily A member 2,DNJA2_HUMAN,9606,118.0230484,177.713028,103.3312073,210.1257172
O60890,OPHN1,Oligophrenin-1,OPHN1_HUMAN,9606,113.0513229,213.5464325,108.683815,172.123703
O71037;P61565;P61566;P61567;P61570;P63135;Q69384;Q902F8;Q902F9;Q9UKH3,ERVK-19;ERVK-21;ERVK-24;ERVK-7;ERVK-25;ERVK-7;ERVK-6;ERVK-8;HERVK_113;ERVK-9,Endogenous retrovirus group K member 19 Env polyprotein;Endogenous retrovirus group K member 21 Env polyprotein;Endogenous retrovirus group K member 24 Env polyprotein;Endogenous retrovirus group K member 7 Env polyprotein;Endogenous retrovirus group K member 25 Env polyprotein;Endogenous retrovirus group K member 7 Pol protein;Endogenous retrovirus group K member 6 Env polyprotein;Endogenous retrovirus group K member 8 Env polyprotein;Endogenous retrovirus group K member 113 Env polyprotein;Endogenous retrovirus group K member 9 Env polyprotein,ENK19_HUMAN;ENK21_HUMAN;ENK24_HUMAN;ENK7_HUMAN;ENK25_HUMAN;POK7_HUMAN;ENK6_HUMAN;ENK8_HUMAN;EN113_HUMAN;ENK9_HUMAN,9606,659.3479614,839.3502197,442.3948669,1029.937256
O75015,FCGR3B,Low affinity immunoglobulin gamma Fc region receptor III-B,FCG3B_HUMAN,9606,3.859209776,6.868372917,NaN,13.59478378
O75027,ABCB7,"Iron-sulfur clusters transporter ABCB7, mitochondrial",ABCB7_HUMAN,9606,72.57197571,148.7941895,95.45449066,162.1729889
O75069,TMCC2,Transmembrane and coiled-coil domains protein 2,TMCC2_HUMAN,9606,224.2825928,380.2060852,184.2490997,439.1830444
O75083,WDR1,WD repeat-containing protein 1,WDR1_HUMAN,9606,1469.608765,1774.337036,1071.359619,2099.161621
O75116,ROCK2,Rho-associated protein kinase 2,ROCK2_HUMAN,9606,456.3639526,733.756897,337.5416565,799.652771
O75121;P55082,MFAP3L;MFAP3,Microfibrillar-associated protein 3-like;Microfibril-associated glycoprotein 3,MFA3L_HUMAN;MFAP3_HUMAN,9606,19.41470146,19.39482117,19.46588898,56.32395172
O75122,CLASP2,CLIP-associating protein 2,CLAP2_HUMAN,9606,11.68544483,33.45471954,10.61248016,29.59151077
O75131,CPNE3,Copine-3,CPNE3_HUMAN,9606,81.14174652,94.62794495,55.08802414,125.2391739
O75154,RAB11FIP3,Rab11 family-interacting protein 3,RFIP3_HUMAN,9606,31.48228645,47.87556076,17.77319145,53.74504089
O75165,DNAJC13,DnaJ homolog subfamily C member 13,DJC13_HUMAN,9606,41.48880005,64.57582855,27.93241692,69.88562012
O75167,PHACTR2,Phosphatase and actin regulator 2,PHAR2_HUMAN,9606,6.816948414,12.06350517,4.138567448,6.430035114
O75190,DNAJB6,DnaJ homolog subfamily B member 6,DNJB6_HUMAN,9606,93.30815125,167.6137238,85.45018768,148.7673798
O75223,GGCT,Gamma-glutamylcyclotransferase,GGCT_HUMAN,9606,28.68958092,44.91202545,26.76234818,30.28154755
O75251,NDUFS7,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial",NDUS7_HUMAN,9606,99.04857635,113.5334396,90.37129211,218.4384613
O75298,RTN2,Reticulon-2,RTN2_HUMAN,9606,528.003479,808.9749146,537.9716797,1248.041748
O75306,NDUFS2,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 2, mitochondrial",NDUS2_HUMAN,9606,102.5997772,200.9297485,98.23206329,275.7654724
O75317;P62068,USP12;USP46,Ubiquitin carboxyl-terminal hydrolase 12;Ubiquitin carboxyl-terminal hydrolase 46,UBP12_HUMAN;UBP46_HUMAN,9606,20.40569687,18.33602333,7.95636797,18.2556591
O75323,NIPSNAP2,Protein NipSnap homolog 2,NIPS2_HUMAN,9606,131.7084656,198.9093781,150.3717957,331.5182495
O75324,SNN,Stannin,SNN_HUMAN,9606,54.81560516,83.90412903,61.40569687,110.8336716
O75339,CILP,Cartilage intermediate layer protein 1,CILP1_HUMAN,9606,227.577774,442.7389832,245.1234589,432.897644
O75340,PDCD6,Programmed cell death protein 6,PDCD6_HUMAN,9606,77.96303558,95.07958221,65.21344757,109.5859756
O75348,ATP6V1G1,V-type proton ATPase subunit G 1,VATG1_HUMAN,9606,105.5885773,248.2094727,110.1055832,180.122406
O75351,VPS4B,Vacuolar protein sorting-associated protein 4B,VPS4B_HUMAN,9606,74.68571472,96.65475464,52.41883087,100.8758392
O75352,MPDU1,Mannose-P-dolichol utilization defect 1 protein,MPU1_HUMAN,9606,56.16158676,118.1427536,44.86099625,135.0338898
O75365,PTP4A3,Protein tyrosine phosphatase type IVA 3,TP4A3_HUMAN,9606,8.578871727,17.2238884,NaN,15.88158226
O75367,MACROH2A1,Core histone macro-H2A.1,H2AY_HUMAN,9606,80.75106812,141.7853699,76.98655701,150.32164
O75368,SH3BGRL,Adapter SH3BGRL,SH3L1_HUMAN,9606,14.81640148,12.20967865,9.772589684,18.37765503
O75369,FLNB,Filamin-B,FLNB_HUMAN,9606,4.987665176,2.618748188,NaN,5.820691109
O75379,VAMP4,Vesicle-associated membrane protein 4,VAMP4_HUMAN,9606,26.97346497,38.89793396,27.73137474,18.634161
O75380,NDUFS6,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 6, mitochondrial",NDUS6_HUMAN,9606,12.31912041,20.5351181,13.56177425,33.04673004
O75381,PEX14,Peroxisomal membrane protein PEX14,PEX14_HUMAN,9606,16.81920242,44.21236038,33.18140411,37.45662308
O75390,CS,"Citrate synthase, mitochondrial",CISY_HUMAN,9606,1101.938477,1745.252441,1137.494141,2738.212402
O75396,SEC22B,Vesicle-trafficking protein SEC22b,SC22B_HUMAN,9606,413.9983521,607.590332,337.1908264,886.6235962
O75410,TACC1,Transforming acidic coiled-coil-containing protein 1,TACC1_HUMAN,9606,117.9501648,204.9624939,87.64502716,233.8282776
O75427,LRCH4,Leucine-rich repeat and calponin homology domain-containing protein 4,LRCH4_HUMAN,9606,16.92002869,34.19570541,16.27664185,30.29265404
O75431,MTX2,Metaxin-2,MTX2_HUMAN,9606,37.65130615,68.21891022,32.81362152,88.48294067
O75438,NDUFB1,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 1,NDUB1_HUMAN,9606,NaN,6.003858566,NaN,6.694015503
O75439,PMPCB,Mitochondrial-processing peptidase subunit beta,MPPB_HUMAN,9606,18.32749939,41.20572662,19.23826027,41.17390442
O75477,ERLIN1,Erlin-1,ERLN1_HUMAN,9606,113.5886002,149.2923279,98.59467316,261.1112976
O75489,NDUFS3,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial",NDUS3_HUMAN,9606,135.400238,186.6808624,134.0936737,328.9085999
O75521,ECI2,Enoyl-CoA delta isomerase 2,ECI2_HUMAN,9606,40.3314476,82.30106354,29.47415161,59.74331665
O75531,BANF1,Barrier-to-autointegration factor,BAF_HUMAN,9606,12.27294254,20.96652031,8.29309845,24.94159317
O75558,STX11,Syntaxin-11,STX11_HUMAN,9606,661.2637939,1019.036987,496.8224487,1416.578613
O75563,SKAP2,Src kinase-associated phosphoprotein 2,SKAP2_HUMAN,9606,1474.130981,2088.755127,1196.760864,2567.989502
